fantasy_player_name,fantasy_player_id,fantasy,fantasy_id
E.James,00-0008241,E.James,00-0008241
0,0,0,0
0,0,0,0
0,0,D.Gabriel,00-0022102
E.James,00-0008241,E.James,00-0008241
R.Wayne,00-0020498,R.Wayne,00-0020498
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
D.Rhodes,00-0019863,D.Rhodes,00-0019863
0,0,B.Stokley,00-0015754
0,0,0,0
A.Zereoue,00-0018501,A.Zereoue,00-0018501
A.Zereoue,00-0018501,A.Zereoue,00-0018501
0,0,R.Curry,00-0021337
A.Zereoue,00-0018501,A.Zereoue,00-0018501
J.Porter,00-0019703,J.Porter,00-0019703
0,0,C.Anderson,00-0022704
A.Zereoue,00-0018501,A.Zereoue,00-0018501
C.Anderson,00-0022704,C.Anderson,00-0022704
0,0,0,0
0,0,0,0
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
0,0,B.Stokley,00-0015754
0,0,0,0
C.Anderson,00-0022704,C.Anderson,00-0022704
C.Anderson,00-0022704,C.Anderson,00-0022704
R.Curry,00-0021337,R.Curry,00-0021337
A.Zereoue,00-0018501,A.Zereoue,00-0018501
0,0,J.Rice,00-0013639
0,0,J.Redmond,00-0019722
0,0,D.Gabriel,00-0022102
0,0,D.Gabriel,00-0022102
0,0,J.Porter,00-0019703
D.Rhodes,00-0019863,D.Rhodes,00-0019863
D.Rhodes,00-0019863,D.Rhodes,00-0019863
R.Wayne,00-0020498,R.Wayne,00-0020498
0,0,0,0
R.Curry,00-0021337,R.Curry,00-0021337
0,0,J.Porter,00-0019703
0,0,0,0
0,0,0,0
R.Curry,00-0021337,R.Curry,00-0021337
0,0,C.Anderson,00-0022704
J.Redmond,00-0019722,J.Redmond,00-0019722
0,0,R.Curry,00-0021337
0,0,A.Whitted,00-0017611
0,0,0,0
R.Curry,00-0021337,R.Curry,00-0021337
P.Manning,00-0010346,P.Manning,00-0010346
0,0,0,0
0,0,0,0
0,0,R.Wayne,00-0020498
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
J.Mungro,00-0020700,J.Mungro,00-0020700
R.Wayne,00-0020498,R.Wayne,00-0020498
E.James,00-0008241,E.James,00-0008241
0,0,0,0
E.James,00-0008241,E.James,00-0008241
0,0,B.Stokley,00-0015754
0,0,0,0
R.Williams,00-0022889,R.Williams,00-0022889
F.Taylor,00-0016098,F.Taylor,00-0016098
F.Taylor,00-0016098,F.Taylor,00-0016098
F.Taylor,00-0016098,F.Taylor,00-0016098
F.Taylor,00-0016098,F.Taylor,00-0016098
F.Taylor,00-0016098,F.Taylor,00-0016098
0,0,0,0
0,0,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
B.Stokley,00-0015754,B.Stokley,00-0015754
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
B.Stokley,00-0015754,B.Stokley,00-0015754
F.Taylor,00-0016098,F.Taylor,00-0016098
0,0,F.Taylor,00-0016098
F.Taylor,00-0016098,F.Taylor,00-0016098
J.Smith,00-0015218,J.Smith,00-0015218
F.Taylor,00-0016098,F.Taylor,00-0016098
0,0,0,0
F.Taylor,00-0016098,F.Taylor,00-0016098
F.Taylor,00-0016098,F.Taylor,00-0016098
K.Brady,00-0001661,K.Brady,00-0001661
0,0,0,0
0,0,0,0
0,0,0,0
0,0,B.Stokley,00-0015754
E.James,00-0008241,E.James,00-0008241
B.Stokley,00-0015754,B.Stokley,00-0015754
B.Stokley,00-0015754,B.Stokley,00-0015754
M.Harrison,00-0007024,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
0,0,0,0
0,0,0,0
T.Yoder,00-0019127,T.Yoder,00-0019127
G.Jones,00-0022897,G.Jones,00-0022897
0,0,0,0
T.Edwards,00-0004780,T.Edwards,00-0004780
F.Taylor,00-0016098,F.Taylor,00-0016098
G.Jones,00-0022897,G.Jones,00-0022897
R.Williams,00-0022889,R.Williams,00-0022889
F.Taylor,00-0016098,F.Taylor,00-0016098
F.Taylor,00-0016098,F.Taylor,00-0016098
0,0,0,0
0,0,B.Jones,00-0022232
F.Taylor,00-0016098,F.Taylor,00-0016098
0,0,B.Jones,00-0022232
0,0,0,0
0,0,0,0
0,0,0,0
E.James,00-0008241,E.James,00-0008241
M.Pollard,00-0013080,M.Pollard,00-0013080
0,0,B.Stokley,00-0015754
E.James,00-0008241,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
M.Harrison,00-0007024,M.Harrison,00-0007024
M.Pollard,00-0013080,M.Pollard,00-0013080
0,0,M.Harrison,00-0007024
D.Clark,00-0022165,D.Clark,00-0022165
0,0,0,0
0,0,0,0
F.Taylor,00-0016098,F.Taylor,00-0016098
0,0,0,0
0,0,R.Williams,00-0022889
0,0,J.Smith,00-0015218
0,0,B.Stokley,00-0015754
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
0,0,0,0
M.Edwards,00-0004768,M.Edwards,00-0004768
J.Smith,00-0015218,J.Smith,00-0015218
F.Taylor,00-0016098,F.Taylor,00-0016098
0,0,0,0
0,0,R.Williams,00-0022889
J.Smith,00-0015218,J.Smith,00-0015218
L.Toefield,00-0022057,L.Toefield,00-0022057
0,0,B.Jones,00-0022232
T.Yoder,00-0019127,T.Yoder,00-0019127
0,0,0,0
B.Leftwich,00-0022177,C.Naeole,00-0011905
0,0,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
0,0,B.Stokley,00-0015754
0,0,0,0
F.Taylor,00-0016098,F.Taylor,00-0016098
F.Taylor,00-0016098,F.Taylor,00-0016098
K.Brady,00-0001661,K.Brady,00-0001661
L.Toefield,00-0022057,L.Toefield,00-0022057
L.Toefield,00-0022057,L.Toefield,00-0022057
F.Taylor,00-0016098,F.Taylor,00-0016098
0,0,0,0
0,0,0,0
0,0,0,0
D.Clark,00-0022165,D.Clark,00-0022165
T.Edwards,00-0004780,T.Edwards,00-0004780
J.Smith,00-0015218,J.Smith,00-0015218
G.Jones,00-0022897,G.Jones,00-0022897
B.Leftwich,00-0022177,B.Leftwich,00-0022177
0,0,0,0
0,0,F.Taylor,00-0016098
0,0,0,0
0,0,0,0
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
0,0,0,0
E.James,00-0008241,E.James,00-0008241
B.Stokley,00-0015754,B.Stokley,00-0015754
E.James,00-0008241,E.James,00-0008241
B.Stokley,00-0015754,B.Stokley,00-0015754
0,0,M.Harrison,00-0007024
0,0,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
0,0,M.Pollard,00-0013080
0,0,0,0
0,0,0,0
0,0,0,0
T.Edwards,00-0004780,T.Edwards,00-0004780
F.Taylor,00-0016098,F.Taylor,00-0016098
0,0,J.Smith,00-0015218
F.Taylor,00-0016098,F.Taylor,00-0016098
F.Taylor,00-0016098,F.Taylor,00-0016098
J.Smith,00-0015218,J.Smith,00-0015218
E.Wilford,00-0022901,E.Wilford,00-0022901
0,0,0,0
E.James,00-0008241,E.James,00-0008241
0,0,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
0,0,B.Stokley,00-0015754
D.Clark,00-0022165,D.Clark,00-0022165
M.Harrison,00-0007024,M.Harrison,00-0007024
0,0,0,0
0,0,0,0
F.Taylor,00-0016098,F.Taylor,00-0016098
T.Yoder,00-0019127,T.Yoder,00-0019127
F.Taylor,00-0016098,F.Taylor,00-0016098
0,0,0,0
E.Wilford,00-0022901,E.Wilford,00-0022901
0,0,F.Taylor,00-0016098
F.Taylor,00-0016098,F.Taylor,00-0016098
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
M.Pollard,00-0013080,M.Pollard,00-0013080
0,0,0,0
R.Wayne,00-0020498,R.Wayne,00-0020498
0,0,0,0
B.Stokley,00-0015754,B.Stokley,00-0015754
0,0,0,0
0,0,0,0
0,0,0,0
0,0,R.Wayne,00-0020498
E.James,00-0008241,E.James,00-0008241
0,0,R.Wayne,00-0020498
0,0,0,0
H.Smith,00-0015194,H.Smith,00-0015194
P.Holmes,00-0007661,P.Holmes,00-0007661
P.Holmes,00-0007661,P.Holmes,00-0007661
T.Gonzalez,00-0006101,T.Gonzalez,00-0006101
0,0,J.Morton,00-0011727
P.Holmes,00-0007661,P.Holmes,00-0007661
D.Blaylock,00-0020315,D.Blaylock,00-0020315
P.Holmes,00-0007661,P.Holmes,00-0007661
P.Holmes,00-0007661,P.Holmes,00-0007661
P.Holmes,00-0007661,P.Holmes,00-0007661
P.Holmes,00-0007661,P.Holmes,00-0007661
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
R.Wayne,00-0020498,R.Wayne,00-0020498
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
0,0,R.Wayne,00-0020498
E.James,00-0008241,E.James,00-0008241
0,0,M.Harrison,00-0007024
0,0,M.Harrison,00-0007024
M.Harrison,00-0007024,M.Harrison,00-0007024
0,0,0,0
0,0,0,0
J.Morton,00-0011727,J.Morton,00-0011727
E.Kennison,00-0009163,E.Kennison,00-0009163
P.Holmes,00-0007661,P.Holmes,00-0007661
P.Holmes,00-0007661,P.Holmes,00-0007661
J.Morton,00-0011727,J.Morton,00-0011727
T.Gonzalez,00-0006101,T.Gonzalez,00-0006101
0,0,0,0
0,0,0,0
0,0,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
0,0,M.Harrison,00-0007024
0,0,0,0
E.Kennison,00-0009163,E.Kennison,00-0009163
0,0,0,0
P.Holmes,00-0007661,P.Holmes,00-0007661
J.Morton,00-0011727,J.Morton,00-0011727
0,0,0,0
0,0,0,0
0,0,0,0
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
0,0,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
0,0,B.Stokley,00-0015754
0,0,0,0
E.Kennison,00-0009163,E.Kennison,00-0009163
0,0,P.Holmes,00-0007661
P.Holmes,00-0007661,P.Holmes,00-0007661
J.Morton,00-0011727,J.Morton,00-0011727
T.Gonzalez,00-0006101,T.Gonzalez,00-0006101
P.Holmes,00-0007661,P.Holmes,00-0007661
0,0,0,0
0,0,0,0
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
D.Rhodes,00-0019863,D.Rhodes,00-0019863
M.Pollard,00-0013080,M.Pollard,00-0013080
M.Pollard,00-0013080,M.Pollard,00-0013080
0,0,0,0
0,0,0,0
P.Holmes,00-0007661,P.Holmes,00-0007661
P.Holmes,00-0007661,P.Holmes,00-0007661
0,0,0,0
0,0,0,0
M.Harrison,00-0007024,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
0,0,R.Wayne,00-0020498
0,0,B.Stokley,00-0015754
0,0,0,0
P.Holmes,00-0007661,P.Holmes,00-0007661
D.Blaylock,00-0020315,D.Blaylock,00-0020315
T.Gonzalez,00-0006101,T.Gonzalez,00-0006101
0,0,P.Holmes,00-0007661
D.Hall,00-0019539,D.Hall,00-0019539
D.Blaylock,00-0020315,D.Blaylock,00-0020315
0,0,J.Morton,00-0011727
D.Blaylock,00-0020315,D.Blaylock,00-0020315
0,0,E.Kennison,00-0009163
0,0,0,0
0,0,0,0
D.Clark,00-0022165,D.Clark,00-0022165
0,0,B.Stokley,00-0015754
0,0,R.Wayne,00-0020498
B.Stokley,00-0015754,B.Stokley,00-0015754
0,0,M.Harrison,00-0007024
0,0,B.Stokley,00-0015754
0,0,0,0
0,0,M.Harrison,00-0007024
0,0,0,0
L.Johnson,00-0021976,L.Johnson,00-0021976
0,0,0,0
T.Gonzalez,00-0006101,T.Gonzalez,00-0006101
P.Holmes,00-0007661,P.Holmes,00-0007661
P.Holmes,00-0007661,P.Holmes,00-0007661
0,0,D.Hall,00-0019539
0,0,0,0
D.Clark,00-0022165,D.Clark,00-0022165
M.Harrison,00-0007024,M.Harrison,00-0007024
M.Harrison,00-0007024,M.Harrison,00-0007024
0,0,0,0
0,0,0,0
P.Holmes,00-0007661,P.Holmes,00-0007661
E.Kennison,00-0009163,E.Kennison,00-0009163
0,0,0,0
P.Holmes,00-0007661,P.Holmes,00-0007661
D.Hall,00-0019539,D.Hall,00-0019539
J.Morton,00-0011727,J.Morton,00-0011727
P.Holmes,00-0007661,P.Holmes,00-0007661
P.Holmes,00-0007661,P.Holmes,00-0007661
0,0,T.Gonzalez,00-0006101
P.Holmes,00-0007661,P.Holmes,00-0007661
S.Cheek,00-0019790,S.Cheek,00-0019790
E.James,00-0008241,E.James,00-0008241
0,0,D.Clark,00-0022165
R.Wayne,00-0020498,R.Wayne,00-0020498
R.Wayne,00-0020498,R.Wayne,00-0020498
0,0,0,0
0,0,0,0
P.Holmes,00-0007661,P.Holmes,00-0007661
T.Gonzalez,00-0006101,T.Gonzalez,00-0006101
0,0,E.Kennison,00-0009163
P.Holmes,00-0007661,P.Holmes,00-0007661
D.Hall,00-0019539,D.Hall,00-0019539
D.Blaylock,00-0020315,D.Blaylock,00-0020315
P.Holmes,00-0007661,P.Holmes,00-0007661
0,0,0,0
P.Holmes,00-0007661,P.Holmes,00-0007661
P.Holmes,00-0007661,P.Holmes,00-0007661
P.Holmes,00-0007661,P.Holmes,00-0007661
0,0,0,0
P.Holmes,00-0007661,P.Holmes,00-0007661
0,0,0,0
0,0,0,0
E.James,00-0008241,E.James,00-0008241
0,0,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
0,0,0,0
0,0,0,0
P.Holmes,00-0007661,P.Holmes,00-0007661
J.Morton,00-0011727,J.Morton,00-0011727
P.Holmes,00-0007661,P.Holmes,00-0007661
0,0,P.Holmes,00-0007661
P.Holmes,00-0007661,P.Holmes,00-0007661
0,0,0,0
D.Clark,00-0022165,D.Clark,00-0022165
R.Wayne,00-0020498,R.Wayne,00-0020498
0,0,R.Wayne,00-0020498
E.James,00-0008241,E.James,00-0008241
0,0,M.Harrison,00-0007024
0,0,M.Harrison,00-0007024
R.Wayne,00-0020498,R.Wayne,00-0020498
R.Wayne,00-0020498,R.Wayne,00-0020498
0,0,0,0
0,0,0,0
J.Morton,00-0011727,J.Morton,00-0011727
P.Holmes,00-0007661,P.Holmes,00-0007661
T.Richardson,00-0013694,T.Richardson,00-0013694
P.Holmes,00-0007661,P.Holmes,00-0007661
E.Kennison,00-0009163,E.Kennison,00-0009163
P.Holmes,00-0007661,P.Holmes,00-0007661
T.Gonzalez,00-0006101,T.Gonzalez,00-0006101
T.Gonzalez,00-0006101,T.Gonzalez,00-0006101
0,0,0,0
0,0,0,0
B.Stokley,00-0015754,B.Stokley,00-0015754
M.Pollard,00-0013080,M.Pollard,00-0013080
0,0,0,0
T.Green,00-0006355,T.Green,00-0006355
T.Green,00-0006355,T.Green,00-0006355
T.Green,00-0006355,T.Green,00-0006355
0,0,0,0
0,0,0,0
D.Culpepper,00-0003739,M.Birk,00-0001263
O.Smith,00-0022138,O.Smith,00-0022138
M.Bennett,00-0020514,M.Bennett,00-0020514
0,0,0,0
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
R.Wayne,00-0020498,R.Wayne,00-0020498
0,0,M.Harrison,00-0007024
R.Wayne,00-0020498,R.Wayne,00-0020498
0,0,0,0
0,0,0,0
O.Smith,00-0022138,O.Smith,00-0022138
O.Smith,00-0022138,O.Smith,00-0022138
O.Smith,00-0022138,O.Smith,00-0022138
O.Smith,00-0022138,O.Smith,00-0022138
0,0,K.Campbell,00-0020754
0,0,0,0
0,0,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
0,0,0,0
M.Harrison,00-0007024,M.Harrison,00-0007024
0,0,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
R.Wayne,00-0020498,R.Wayne,00-0020498
0,0,R.Wayne,00-0020498
E.James,00-0008241,E.James,00-0008241
0,0,0,0
M.Pollard,00-0013080,M.Pollard,00-0013080
0,0,0,0
0,0,0,0
O.Smith,00-0022138,O.Smith,00-0022138
0,0,0,0
J.Wiggins,00-0017644,J.Wiggins,00-0017644
0,0,0,0
0,0,0,0
E.James,00-0008241,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
B.Stokley,00-0015754,B.Stokley,00-0015754
E.James,00-0008241,E.James,00-0008241
B.Stokley,00-0015754,B.Stokley,00-0015754
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
J.Mungro,00-0020700,J.Mungro,00-0020700
D.Rhodes,00-0019863,D.Rhodes,00-0019863
0,0,E.James,00-0008241
0,0,M.Harrison,00-0007024
0,0,0,0
0,0,0,0
0,0,0,0
O.Smith,00-0022138,O.Smith,00-0022138
O.Smith,00-0022138,O.Smith,00-0022138
O.Smith,00-0022138,O.Smith,00-0022138
M.Robinson,00-0013888,M.Robinson,00-0013888
0,0,0,0
D.Culpepper,00-0003739,D.Culpepper,00-0003739
K.Campbell,00-0020754,K.Campbell,00-0020754
D.Culpepper,00-0003739,D.Culpepper,00-0003739
M.Robinson,00-0013888,M.Robinson,00-0013888
M.Williams,00-0017892,M.Williams,00-0017892
0,0,0,0
0,0,M.Williams,00-0017892
M.Williams,00-0017892,M.Williams,00-0017892
0,0,0,0
0,0,0,0
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
0,0,E.James,00-0008241
0,0,R.Wayne,00-0020498
D.Clark,00-0022165,D.Clark,00-0022165
P.Manning,00-0010346,P.Manning,00-0010346
0,0,0,0
D.Culpepper,00-0003739,D.Culpepper,00-0003739
0,0,0,0
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
0,0,0,0
0,0,B.Stokley,00-0015754
0,0,0,0
J.Wiggins,00-0017644,J.Wiggins,00-0017644
M.Bennett,00-0020514,M.Bennett,00-0020514
M.Bennett,00-0020514,M.Bennett,00-0020514
0,0,0,0
M.Bennett,00-0020514,M.Bennett,00-0020514
0,0,0,0
M.Harrison,00-0007024,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
M.Harrison,00-0007024,M.Harrison,00-0007024
0,0,D.Clark,00-0022165
D.Clark,00-0022165,D.Clark,00-0022165
E.James,00-0008241,E.James,00-0008241
D.Clark,00-0022165,D.Clark,00-0022165
0,0,0,0
0,0,0,0
J.Wiggins,00-0017644,J.Wiggins,00-0017644
J.Wiggins,00-0017644,J.Wiggins,00-0017644
M.Bennett,00-0020514,M.Bennett,00-0020514
M.Bennett,00-0020514,M.Bennett,00-0020514
0,0,0,0
M.Bennett,00-0020514,M.Bennett,00-0020514
J.Wiggins,00-0017644,J.Wiggins,00-0017644
O.Smith,00-0022138,O.Smith,00-0022138
O.Smith,00-0022138,O.Smith,00-0022138
M.Williams,00-0017892,M.Williams,00-0017892
N.Burleson,00-0021999,N.Burleson,00-0021999
0,0,0,0
0,0,0,0
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
D.Rhodes,00-0019863,D.Rhodes,00-0019863
M.Pollard,00-0013080,M.Pollard,00-0013080
0,0,0,0
0,0,0,0
0,0,0,0
O.Smith,00-0022138,O.Smith,00-0022138
O.Smith,00-0022138,O.Smith,00-0022138
0,0,0,0
O.Smith,00-0022138,O.Smith,00-0022138
M.Robinson,00-0013888,M.Robinson,00-0013888
D.Culpepper,00-0003739,D.Culpepper,00-0003739
D.Culpepper,00-0003739,D.Culpepper,00-0003739
O.Smith,00-0022138,O.Smith,00-0022138
0,0,0,0
0,0,0,0
E.James,00-0008241,E.James,00-0008241
P.Manning,00-0010346,P.Manning,00-0010346
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
P.Manning,00-0010346,P.Manning,00-0010346
P.Manning,00-0010346,P.Manning,00-0010346
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,B.Miller,00-0011236
A.Johnson,00-0022044,A.Johnson,00-0022044
0,0,C.Bradford,00-0001627
0,0,0,0
E.James,00-0008241,E.James,00-0008241
0,0,M.Pollard,00-0013080
D.Clark,00-0022165,D.Clark,00-0022165
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
M.Pollard,00-0013080,M.Pollard,00-0013080
M.Harrison,00-0007024,M.Harrison,00-0007024
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
E.James,00-0008241,E.James,00-0008241
B.Stokley,00-0015754,B.Stokley,00-0015754
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
D.Davis,00-0021979,D.Davis,00-0021979
D.Davis,00-0021979,D.Davis,00-0021979
C.Bradford,00-0001627,C.Bradford,00-0001627
D.Davis,00-0021979,D.Davis,00-0021979
